MeteoSwiss_Station,Station,File,Status,Time_step_min,First_file_timestamp,Last_file_timestamp,First_common,Last_common,N_station_rows,N_station_grid_rows,N_overlap_pairs_no_lag,best_lag_steps,best_lag_minutes,best_correlation,best_abs_correlation,n_valid_pairs_at_best_lag
VIT,ELYS,ELYS_20230904.txt,ok,3.0,2023-07-19 14:03:02,2023-09-04 08:00:02,2023-07-19 14:03:02,2023-09-04 08:00:02,22440,22440,22440,-4.0,-12.0,0.1255403804738391,0.1255403804738391,22436
LSN,ELYS,ELYS_20231018.txt,ok,3.0,2023-09-04 08:33:39,2023-10-18 08:54:39,2023-09-04 08:33:39,2023-10-18 08:54:39,21128,21128,21128,0.0,0.0,0.1003266494853886,0.1003266494853886,21128
PUY,ELYS,ELYS_20231018.txt,ok,3.0,2023-09-04 08:33:39,2023-10-18 08:54:39,2023-09-04 08:33:39,2023-10-18 08:54:39,21128,21128,21128,-3.0,-9.0,0.07598086049162485,0.07598086049162485,21125
VIT,ELYS,ELYS_20231018.txt,ok,3.0,2023-09-04 08:33:39,2023-10-18 08:54:39,2023-09-04 08:33:39,2023-10-18 08:54:39,21128,21128,21128,-40.0,-120.0,0.13227226805329892,0.13227226805329892,21088
LSN,ELYS,ELYS_20231218.txt,ok,3.0,2023-10-18 09:18:22,2023-12-18 08:51:22,2023-10-18 09:18:22,2023-12-18 08:51:22,29272,29272,29272,-1.0,-3.0,0.6833553275746603,0.6833553275746603,29271
PUY,ELYS,ELYS_20231218.txt,ok,3.0,2023-10-18 09:18:22,2023-12-18 08:51:22,2023-10-18 09:18:22,2023-12-18 08:51:22,29272,29272,29272,-1.0,-3.0,0.6852511030457442,0.6852511030457442,29271
VIT,ELYS,ELYS_20231218.txt,ok,3.0,2023-10-18 09:18:22,2023-12-18 08:51:22,2023-10-18 09:18:22,2023-12-18 08:51:22,29272,29272,29272,0.0,0.0,0.5224565601025206,0.5224565601025206,29272
LSN,ELYS,ELYS_20241120.xlsx,ok,3.0,2023-12-18 09:30:00,2024-05-18 23:54:00,2023-12-18 09:30:00,2024-05-18 23:54:00,73229,73249,73229,-1.0,-3.0,0.5186799476259814,0.5186799476259814,73228
PUY,ELYS,ELYS_20241120.xlsx,ok,3.0,2023-12-18 09:30:00,2024-05-18 23:54:00,2023-12-18 09:30:00,2024-05-18 23:54:00,73229,73249,73229,-2.0,-6.0,0.6079315358003271,0.6079315358003271,73227
VIT,ELYS,ELYS_20241120.xlsx,ok,3.0,2023-12-18 09:30:00,2024-05-18 23:54:00,2023-12-18 09:30:00,2024-05-18 23:54:00,73229,73249,73229,1.0,3.0,0.4500642227573406,0.4500642227573406,73228
LSN,ELYS,ELYS_20250612.txt,ok,3.0,2025-04-08 13:33:37,2025-06-12 11:33:37,2025-04-08 13:33:37,2025-06-12 11:33:37,31161,31161,31161,0.0,0.0,0.6873541488768906,0.6873541488768906,31161
PUY,ELYS,ELYS_20250612.txt,ok,3.0,2025-04-08 13:33:37,2025-06-12 11:33:37,2025-04-08 13:33:37,2025-06-12 11:33:37,31161,31161,31161,-1.0,-3.0,0.6948259009849891,0.6948259009849891,31160
VIT,ELYS,ELYS_20250612.txt,ok,3.0,2025-04-08 13:33:37,2025-06-12 11:33:37,2025-04-08 13:33:37,2025-06-12 11:33:37,31161,31161,31161,-2.0,-6.0,0.3730902607902982,0.3730902607902982,31159
LSN,ELYS,ELYS_20250805.txt,ok,3.0,2025-06-12 11:48:44,2025-08-05 11:51:44,2025-06-12 11:48:44,2025-08-05 11:51:44,25922,25922,25922,1.0,3.0,0.6326790045344464,0.6326790045344464,25921
PUY,ELYS,ELYS_20250805.txt,ok,3.0,2025-06-12 11:48:44,2025-08-05 11:51:44,2025-06-12 11:48:44,2025-08-05 11:51:44,25922,25922,25922,-2.0,-6.0,0.45079111000056704,0.45079111000056704,25920
VIT,ELYS,ELYS_20250805.txt,ok,3.0,2025-06-12 11:48:44,2025-08-05 11:51:44,2025-06-12 11:48:44,2025-08-05 11:51:44,25922,25922,25922,67.0,201.0,0.3366584818058589,0.3366584818058589,25855
LSN,ELYS,ELYS_20260528.csv,ok,3.0,2025-08-05 11:58:31,2026-05-28 11:23:23,2025-08-05 11:58:31,2026-05-04 23:52:31,135966,142069,124436,-1.0,-3.0,0.27837380644362475,0.27837380644362475,124435
PUY,ELYS,ELYS_20260528.csv,ok,3.0,2025-08-05 11:58:31,2026-05-28 11:23:23,2025-08-05 11:58:31,2026-05-04 23:52:31,135966,142069,124436,-1.0,-3.0,0.27811325790382835,0.27811325790382835,124435
VIT,ELYS,ELYS_20260528.csv,ok,3.0,2025-08-05 11:58:31,2026-05-28 11:23:23,2025-08-05 11:58:31,2026-05-04 23:52:31,135966,142069,124436,-3.0,-9.0,0.2175954299513514,0.2175954299513514,124433
LSN,GEOP,GEOP_20230119.txt,ok,2.0,2022-11-11 00:02:18,2022-12-26 07:06:18,2022-11-11 00:02:18,2022-12-26 07:06:18,32607,32613,32607,-3.0,-6.0,0.7732053884687827,0.7732053884687827,32604
PUY,GEOP,GEOP_20230119.txt,ok,2.0,2022-11-11 00:02:18,2022-12-26 07:06:18,2022-11-11 00:02:18,2022-12-26 07:06:18,32607,32613,32607,-4.0,-8.0,0.6508121295620072,0.6508121295620072,32603
VIT,GEOP,GEOP_20230119.txt,ok,2.0,2022-11-11 00:02:18,2022-12-26 07:06:18,2022-11-11 00:02:18,2022-12-26 07:06:18,32607,32613,32607,-4.0,-8.0,0.6891587933165709,0.6891587933165709,32603
LSN,GEOP,GEOP_20230328.txt,ok,3.0,2023-01-19 14:03:08,2023-03-28 12:39:08,2023-01-19 14:03:08,2023-03-28 12:39:08,32613,32613,32613,-1.0,-3.0,0.7950269344298354,0.7950269344298354,32612
PUY,GEOP,GEOP_20230328.txt,ok,3.0,2023-01-19 14:03:08,2023-03-28 12:39:08,2023-01-19 14:03:08,2023-03-28 12:39:08,32613,32613,32613,-2.0,-6.0,0.6492840979097467,0.6492840979097467,32611
VIT,GEOP,GEOP_20230328.txt,ok,3.0,2023-01-19 14:03:08,2023-03-28 12:39:08,2023-01-19 14:03:08,2023-03-28 12:39:08,32613,32613,32613,-2.0,-6.0,0.6341400257195265,0.6341400257195265,32611
LSN,GEOP,GEOP_20230425.txt,ok,3.0,2023-03-28 14:49:01,2023-04-25 11:16:01,2023-03-28 14:49:01,2023-04-25 11:16:01,13370,13370,13370,-2.0,-6.0,0.7511147987000841,0.7511147987000841,13368
PUY,GEOP,GEOP_20230425.txt,ok,3.0,2023-03-28 14:49:01,2023-04-25 11:16:01,2023-03-28 14:49:01,2023-04-25 11:16:01,13370,13370,13370,-3.0,-9.0,0.6355570416809299,0.6355570416809299,13367
VIT,GEOP,GEOP_20230425.txt,ok,3.0,2023-03-28 14:49:01,2023-04-25 11:16:01,2023-03-28 14:49:01,2023-04-25 11:16:01,13370,13370,13370,3.0,9.0,0.45927328414783253,0.45927328414783253,13367
LSN,GEOP,GEOP_20230628.txt,ok,3.0,2023-04-25 11:33:22,2023-06-28 08:21:22,2023-04-25 11:33:22,2023-06-28 08:21:22,30657,30657,30657,-1.0,-3.0,0.5997536510821504,0.5997536510821504,30656
PUY,GEOP,GEOP_20230628.txt,ok,3.0,2023-04-25 11:33:22,2023-06-28 08:21:22,2023-04-25 11:33:22,2023-06-28 08:21:22,30657,30657,30657,-1.0,-3.0,0.48828243177852976,0.48828243177852976,30656
VIT,GEOP,GEOP_20230628.txt,ok,3.0,2023-04-25 11:33:22,2023-06-28 08:21:22,2023-04-25 11:33:22,2023-06-28 08:21:22,30657,30657,30657,-3.0,-9.0,0.3146277349665428,0.3146277349665428,30654
LSN,GEOP,GEOP_20230809.txt,ok,3.0,2023-07-08 12:39:10,2023-08-09 05:09:10,2023-07-08 12:39:10,2023-08-09 05:09:10,15211,15211,15211,-1.0,-3.0,0.7184648810097615,0.7184648810097615,15210
PUY,GEOP,GEOP_20230809.txt,ok,3.0,2023-07-08 12:39:10,2023-08-09 05:09:10,2023-07-08 12:39:10,2023-08-09 05:09:10,15211,15211,15211,-2.0,-6.0,0.5163811603679037,0.5163811603679037,15209
VIT,GEOP,GEOP_20230809.txt,ok,3.0,2023-07-08 12:39:10,2023-08-09 05:09:10,2023-07-08 12:39:10,2023-08-09 05:09:10,15211,15211,15211,-3.0,-9.0,0.19671875609984463,0.19671875609984463,15208
LSN,GEOP,GEOP_20231031.txt,ok,3.0,2023-08-09 10:18:46,2023-10-16 08:54:46,2023-08-09 10:18:46,2023-10-16 08:54:46,32613,32613,32613,-2.0,-6.0,0.7143068177827199,0.7143068177827199,32611
PUY,GEOP,GEOP_20231031.txt,ok,3.0,2023-08-09 10:18:46,2023-10-16 08:54:46,2023-08-09 10:18:46,2023-10-16 08:54:46,32613,32613,32613,-3.0,-9.0,0.5093573688548461,0.5093573688548461,32610
VIT,GEOP,GEOP_20231031.txt,ok,3.0,2023-08-09 10:18:46,2023-10-16 08:54:46,2023-08-09 10:18:46,2023-10-16 08:54:46,32613,32613,32613,-3.0,-9.0,0.6727495310350058,0.6727495310350058,32610
LSN,GEOP,GEOP_20231120.txt,ok,3.0,2023-10-31 10:48:08,2023-11-20 08:27:08,2023-10-31 10:48:08,2023-11-20 08:27:08,9554,9554,9554,-2.0,-6.0,0.8484358811973997,0.8484358811973997,9552
PUY,GEOP,GEOP_20231120.txt,ok,3.0,2023-10-31 10:48:08,2023-11-20 08:27:08,2023-10-31 10:48:08,2023-11-20 08:27:08,9554,9554,9554,-2.0,-6.0,0.8017423400674359,0.8017423400674359,9552
VIT,GEOP,GEOP_20231120.txt,ok,3.0,2023-10-31 10:48:08,2023-11-20 08:27:08,2023-10-31 10:48:08,2023-11-20 08:27:08,9554,9554,9554,4.0,12.0,0.6780178103374817,0.6780178103374817,9550
LSN,GEOP,GEOP_20240215.xlsx,ok,3.0,2023-11-22 15:03:00,2024-02-15 13:57:00,2023-11-22 15:03:00,2024-02-15 13:57:00,40779,40779,40779,-1.0,-3.0,0.8108312636235843,0.8108312636235843,40778
PUY,GEOP,GEOP_20240215.xlsx,ok,3.0,2023-11-22 15:03:00,2024-02-15 13:57:00,2023-11-22 15:03:00,2024-02-15 13:57:00,40779,40779,40779,-2.0,-6.0,0.7654704540347667,0.7654704540347667,40777
VIT,GEOP,GEOP_20240215.xlsx,ok,3.0,2023-11-22 15:03:00,2024-02-15 13:57:00,2023-11-22 15:03:00,2024-02-15 13:57:00,40779,40779,40779,-1.0,-3.0,0.6511796817038644,0.6511796817038644,40778
LSN,GEOP,GEOP_20240411.xlsx,ok,3.0,2024-02-15 14:33:00,2024-04-11 07:30:00,2024-02-15 14:33:00,2024-04-11 07:30:00,26740,26740,26740,-1.0,-3.0,0.8520698746930736,0.8520698746930736,26739
PUY,GEOP,GEOP_20240411.xlsx,ok,3.0,2024-02-15 14:33:00,2024-04-11 07:30:00,2024-02-15 14:33:00,2024-04-11 07:30:00,26740,26740,26740,-2.0,-6.0,0.7936357359339683,0.7936357359339683,26738
VIT,GEOP,GEOP_20240411.xlsx,ok,3.0,2024-02-15 14:33:00,2024-04-11 07:30:00,2024-02-15 14:33:00,2024-04-11 07:30:00,26740,26740,26740,-2.0,-6.0,0.670735306833989,0.670735306833989,26738
LSN,GEOP,GEOP_20241111.txt,ok,3.0,2024-04-11 07:33:51,2024-06-18 06:09:51,2024-04-11 07:33:51,2024-06-18 06:09:51,32613,32613,32613,-43.0,-129.0,0.5865830120318998,0.5865830120318998,32570
PUY,GEOP,GEOP_20241111.txt,ok,3.0,2024-04-11 07:33:51,2024-06-18 06:09:51,2024-04-11 07:33:51,2024-06-18 06:09:51,32613,32613,32613,-43.0,-129.0,0.5418667000414499,0.5418667000414499,32570
VIT,GEOP,GEOP_20241111.txt,ok,3.0,2024-04-11 07:33:51,2024-06-18 06:09:51,2024-04-11 07:33:51,2024-06-18 06:09:51,32613,32613,32613,-45.0,-135.0,0.3687542081914602,0.3687542081914602,32568
LSN,GEOP,GEOP_20241216.txt,ok,3.0,2024-11-11 08:33:06,2024-12-16 13:48:06,2024-11-11 08:33:06,2024-12-16 13:48:06,16906,16906,16906,-1.0,-3.0,0.6942737309323939,0.6942737309323939,16905
PUY,GEOP,GEOP_20241216.txt,ok,3.0,2024-11-11 08:33:06,2024-12-16 13:48:06,2024-11-11 08:33:06,2024-12-16 13:48:06,16906,16906,16906,-2.0,-6.0,0.6279588693313802,0.6279588693313802,16904
VIT,GEOP,GEOP_20241216.txt,ok,3.0,2024-11-11 08:33:06,2024-12-16 13:48:06,2024-11-11 08:33:06,2024-12-16 13:48:06,16906,16906,16906,1.0,3.0,0.5922638712182514,0.5922638712182514,16905
LSN,GEOP,GEOP_20250204.txt,ok,3.0,2024-12-16 14:03:58,2025-02-04 11:45:58,2024-12-16 14:03:58,2025-02-04 11:45:58,23955,23955,23955,-2.0,-6.0,0.8746796381336248,0.8746796381336248,23953
PUY,GEOP,GEOP_20250204.txt,ok,3.0,2024-12-16 14:03:58,2025-02-04 11:45:58,2024-12-16 14:03:58,2025-02-04 11:45:58,23955,23955,23955,-2.0,-6.0,0.8209038937883647,0.8209038937883647,23953
VIT,GEOP,GEOP_20250204.txt,ok,3.0,2024-12-16 14:03:58,2025-02-04 11:45:58,2024-12-16 14:03:58,2025-02-04 11:45:58,23955,23955,23955,-2.0,-6.0,0.7918050113579562,0.7918050113579562,23953
LSN,GEOP,GEOP_20250325.txt,ok,3.0,2025-02-04 12:18:29,2025-03-25 10:09:29,2025-02-04 12:18:29,2025-03-25 10:09:29,23478,23478,23478,-1.0,-3.0,0.5792999198699607,0.5792999198699607,23477
PUY,GEOP,GEOP_20250325.txt,ok,3.0,2025-02-04 12:18:29,2025-03-25 10:09:29,2025-02-04 12:18:29,2025-03-25 10:09:29,23478,23478,23478,-2.0,-6.0,0.5674049039294728,0.5674049039294728,23476
VIT,GEOP,GEOP_20250325.txt,ok,3.0,2025-02-04 12:18:29,2025-03-25 10:09:29,2025-02-04 12:18:29,2025-03-25 10:09:29,23478,23478,23478,-3.0,-9.0,0.47206985490436193,0.47206985490436193,23475
LSN,GEOP,GEOP_20250515.txt,ok,3.0,2025-03-25 10:33:57,2025-05-15 13:15:57,2025-03-25 10:33:57,2025-05-15 13:15:57,24535,24535,24535,-2.0,-6.0,0.7355666881794842,0.7355666881794842,24533
PUY,GEOP,GEOP_20250515.txt,ok,3.0,2025-03-25 10:33:57,2025-05-15 13:15:57,2025-03-25 10:33:57,2025-05-15 13:15:57,24535,24535,24535,11.0,33.0,0.587830375379976,0.587830375379976,24524
VIT,GEOP,GEOP_20250515.txt,ok,3.0,2025-03-25 10:33:57,2025-05-15 13:15:57,2025-03-25 10:33:57,2025-05-15 13:15:57,24535,24535,24535,11.0,33.0,0.5753983741663273,0.5753983741663273,24524
LSN,GEOP,GEOP_20250909.txt,ok,3.0,2025-07-03 08:03:19,2025-09-09 06:39:19,2025-07-03 08:03:19,2025-09-09 06:39:19,32613,32613,32613,-3.0,-9.0,0.4282088743251382,0.4282088743251382,32610
PUY,GEOP,GEOP_20250909.txt,ok,3.0,2025-07-03 08:03:19,2025-09-09 06:39:19,2025-07-03 08:03:19,2025-09-09 06:39:19,32613,32613,32613,-4.0,-12.0,0.47518304675021383,0.47518304675021383,32609
VIT,GEOP,GEOP_20250909.txt,ok,3.0,2025-07-03 08:03:19,2025-09-09 06:39:19,2025-07-03 08:03:19,2025-09-09 06:39:19,32613,32613,32613,-7.0,-21.0,0.3022064322572774,0.3022064322572774,32606
LSN,GEOP,GEOP_20251215.txt,no_valid_correlation,3.0,2025-12-11 09:18:47,2025-12-15 10:12:47,2025-12-11 09:18:47,2025-12-15 10:12:47,1939,1939,1939,,,,,0
PUY,GEOP,GEOP_20251215.txt,no_valid_correlation,3.0,2025-12-11 09:18:47,2025-12-15 10:12:47,2025-12-11 09:18:47,2025-12-15 10:12:47,1939,1939,1939,,,,,0
VIT,GEOP,GEOP_20251215.txt,no_valid_correlation,3.0,2025-12-11 09:18:47,2025-12-15 10:12:47,2025-12-11 09:18:47,2025-12-15 10:12:47,1939,1939,1939,,,,,0
LSN,GEOP,GEOP_20260416.txt,ok,3.0,2025-12-15 10:33:28,2026-02-21 09:09:28,2025-12-15 10:33:28,2026-02-21 09:09:28,32613,32613,32613,-2.0,-6.0,0.8397095144427393,0.8397095144427393,32611
PUY,GEOP,GEOP_20260416.txt,ok,3.0,2025-12-15 10:33:28,2026-02-21 09:09:28,2025-12-15 10:33:28,2026-02-21 09:09:28,32613,32613,32613,-3.0,-9.0,0.8101532924030743,0.8101532924030743,32610
VIT,GEOP,GEOP_20260416.txt,ok,3.0,2025-12-15 10:33:28,2026-02-21 09:09:28,2025-12-15 10:33:28,2026-02-21 09:09:28,32613,32613,32613,-2.0,-6.0,0.6769979910749878,0.6769979910749878,32611
LSN,GEOP,GEOP_20260528.csv,ok,3.0,2025-09-09 06:42:00,2026-05-28 11:22:53,2025-09-09 06:42:00,2026-05-04 23:51:00,77337,125375,66345,-1.0,-3.0,0.21245497056211815,0.21245497056211815,66344
PUY,GEOP,GEOP_20260528.csv,ok,3.0,2025-09-09 06:42:00,2026-05-28 11:22:53,2025-09-09 06:42:00,2026-05-04 23:51:00,77337,125375,66345,-2.0,-6.0,0.20521127994261376,0.20521127994261376,66343
VIT,GEOP,GEOP_20260528.csv,ok,3.0,2025-09-09 06:42:00,2026-05-28 11:22:53,2025-09-09 06:42:00,2026-05-04 23:51:00,77337,125375,66345,-2.0,-6.0,0.17324840635283026,0.17324840635283026,66343
LSN,GRVN,GRVN_20230110.txt,ok,3.0,2023-01-07 07:27:54,2023-01-10 14:21:54,2023-01-07 07:27:54,2023-01-10 14:21:54,1579,1579,1579,-1.0,-3.0,0.7760801883831888,0.7760801883831888,1578
PUY,GRVN,GRVN_20230110.txt,ok,3.0,2023-01-07 07:27:54,2023-01-10 14:21:54,2023-01-07 07:27:54,2023-01-10 14:21:54,1579,1579,1579,-2.0,-6.0,0.6760605192768804,0.6760605192768804,1577
VIT,GRVN,GRVN_20230110.txt,ok,3.0,2023-01-07 07:27:54,2023-01-10 14:21:54,2023-01-07 07:27:54,2023-01-10 14:21:54,1579,1579,1579,-2.0,-6.0,0.5987495190094836,0.5987495190094836,1577
LSN,GRVN,GRVN_20230327.txt,ok,3.0,2023-01-10 15:24:42,2023-03-19 14:00:42,2023-01-10 15:24:42,2023-03-19 14:00:42,32613,32613,32613,-1.0,-3.0,0.2932203063405056,0.2932203063405056,32612
PUY,GRVN,GRVN_20230327.txt,ok,3.0,2023-01-10 15:24:42,2023-03-19 14:00:42,2023-01-10 15:24:42,2023-03-19 14:00:42,32613,32613,32613,-3.0,-9.0,0.24860156789004476,0.24860156789004476,32610
VIT,GRVN,GRVN_20230327.txt,ok,3.0,2023-01-10 15:24:42,2023-03-19 14:00:42,2023-01-10 15:24:42,2023-03-19 14:00:42,32613,32613,32613,-4.0,-12.0,0.25737938030806123,0.25737938030806123,32609
LSN,GRVN,GRVN_20230608.txt,ok,3.0,2023-03-27 13:33:26,2023-06-03 12:09:26,2023-03-27 13:33:26,2023-06-03 12:09:26,32613,32613,32613,1.0,3.0,0.1925693150379445,0.1925693150379445,32612
PUY,GRVN,GRVN_20230608.txt,ok,3.0,2023-03-27 13:33:26,2023-06-03 12:09:26,2023-03-27 13:33:26,2023-06-03 12:09:26,32613,32613,32613,-52.0,-156.0,0.3212836438327503,0.3212836438327503,32561
VIT,GRVN,GRVN_20230608.txt,ok,3.0,2023-03-27 13:33:26,2023-06-03 12:09:26,2023-03-27 13:33:26,2023-06-03 12:09:26,32613,32613,32613,4.0,12.0,0.06128811662948393,0.06128811662948393,32609
LSN,GRVN,GRVN_20230926.txt,ok,3.0,2023-06-09 07:03:55,2023-08-16 05:39:55,2023-06-09 07:03:55,2023-08-16 05:39:55,32613,32613,32613,0.0,0.0,0.7038845344356454,0.7038845344356454,32613
PUY,GRVN,GRVN_20230926.txt,ok,3.0,2023-06-09 07:03:55,2023-08-16 05:39:55,2023-06-09 07:03:55,2023-08-16 05:39:55,32613,32613,32613,0.0,0.0,0.5201370914826687,0.5201370914826687,32613
VIT,GRVN,GRVN_20230926.txt,ok,3.0,2023-06-09 07:03:55,2023-08-16 05:39:55,2023-06-09 07:03:55,2023-08-16 05:39:55,32613,32613,32613,-3.0,-9.0,0.38775798117965476,0.38775798117965476,32610
LSN,GRVN,GRVN_20231018.txt,ok,3.0,2023-09-26 08:03:57,2023-10-18 11:36:57,2023-09-26 08:03:57,2023-10-18 11:36:57,10632,10632,10632,6.0,18.0,0.5745502055660026,0.5745502055660026,10626
PUY,GRVN,GRVN_20231018.txt,ok,3.0,2023-09-26 08:03:57,2023-10-18 11:36:57,2023-09-26 08:03:57,2023-10-18 11:36:57,10632,10632,10632,4.0,12.0,0.7669341321772513,0.7669341321772513,10628
VIT,GRVN,GRVN_20231018.txt,ok,3.0,2023-09-26 08:03:57,2023-10-18 11:36:57,2023-09-26 08:03:57,2023-10-18 11:36:57,10632,10632,10632,0.0,0.0,0.7952726238106802,0.7952726238106802,10632
LSN,GRVN,GRVN_20231218.txt,ok,3.0,2023-10-18 12:03:43,2023-12-18 13:33:43,2023-10-18 12:03:43,2023-12-18 13:33:43,29311,29311,29311,0.0,0.0,0.8707287996350053,0.8707287996350053,29311
PUY,GRVN,GRVN_20231218.txt,ok,3.0,2023-10-18 12:03:43,2023-12-18 13:33:43,2023-10-18 12:03:43,2023-12-18 13:33:43,29311,29311,29311,-2.0,-6.0,0.7877662857295259,0.7877662857295259,29309
VIT,GRVN,GRVN_20231218.txt,ok,3.0,2023-10-18 12:03:43,2023-12-18 13:33:43,2023-10-18 12:03:43,2023-12-18 13:33:43,29311,29311,29311,0.0,0.0,0.6820235077756107,0.6820235077756107,29311
LSN,GRVN,GRVN_20241120.xlsx,ok,3.0,2023-12-18 14:03:00,2024-11-20 08:12:00,2023-12-18 14:03:00,2024-11-20 08:12:00,162124,162124,162124,-1.0,-3.0,0.6481147052459878,0.6481147052459878,162123
PUY,GRVN,GRVN_20241120.xlsx,ok,3.0,2023-12-18 14:03:00,2024-11-20 08:12:00,2023-12-18 14:03:00,2024-11-20 08:12:00,162124,162124,162124,-2.0,-6.0,0.4566425573569955,0.4566425573569955,162122
VIT,GRVN,GRVN_20241120.xlsx,ok,3.0,2023-12-18 14:03:00,2024-11-20 08:12:00,2023-12-18 14:03:00,2024-11-20 08:12:00,162124,162124,162124,-1.0,-3.0,0.39114199737302624,0.39114199737302624,162123
LSN,GRVN,GRVN_20250410.xlsx,ok,3.0,2024-12-05 08:30:00,2024-12-21 19:27:00,2024-12-05 08:30:00,2024-12-21 19:27:00,7900,7900,7900,-1.0,-3.0,0.754198069414171,0.754198069414171,7899
PUY,GRVN,GRVN_20250410.xlsx,ok,3.0,2024-12-05 08:30:00,2024-12-21 19:27:00,2024-12-05 08:30:00,2024-12-21 19:27:00,7900,7900,7900,-3.0,-9.0,0.7089380232026017,0.7089380232026017,7897
VIT,GRVN,GRVN_20250410.xlsx,ok,3.0,2024-12-05 08:30:00,2024-12-21 19:27:00,2024-12-05 08:30:00,2024-12-21 19:27:00,7900,7900,7900,1.0,3.0,0.6586689625694374,0.6586689625694374,7899
